category,brand,product_name,flavor,size,calories,protein_g,carbs_g,fat_g,sugar_g,fiber_g,caffeine_mg,sodium_mg,ingredients,photo_url
energy_drink,Alani Nu,Alani Energy Mini,Cosmic Stardust,8.4 fl oz can,10,0,2,0,0,0,100,125,"Carbonated Water, Citric Acid, Taurine, Sodium Citrate, L-Theanine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, L-Carnitine L-Tartrate, Acesulfame Potassium, Panax Ginseng Root Extract, Natural Flavor, Gum Arabic, Niacinamide (Vitamin B3), Inositol",
energy_drink,Ghost,Ghost Energy,Sour Patch Kids Redberry,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Sucralose, Natural Caffeine (from Coffee Bean), Sodium Benzoate, Potassium Sorbate, Alpha-GPC (Alpha-Glyceryl Phosphoryl Choline 50%), Acesulfame Potassium, Ascorbic Acid, NeuroFactor Coffee (Coffea Arabica) Fruit Extract, AstraGin Root Extracts, Niacinamide, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Cyanocobalamin",
energy_drink,Ghost,Ghost Energy,Sour Patch Kids Blue Raspberry,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Sucralose, Natural Caffeine (from Coffee Bean), Sodium Benzoate, Potassium Sorbate, Alpha-GPC (Alpha-Glyceryl Phosphoryl Choline 50%), Acesulfame Potassium, Ascorbic Acid, NeuroFactor Coffee (Coffea Arabica) Fruit Extract, AstraGin Root Extracts, Niacinamide, Pyridoxine Hydrochloride, Thiamine Hydrochloride, Cyanocobalamin",
energy_drink,Ghost,Ghost Energy,Warheads Sour Watermelon,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Malic Acid, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-GPC (Alpha-Glyceryl Phosphoryl Choline 50%), Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Warheads Sour Green Apple,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Malic Acid, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-GPC (Alpha-Glyceryl Phosphoryl Choline 50%), Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Swedish Fish,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Sucralose, Natural Caffeine (from Coffee Bean), Sodium Benzoate, Potassium Sorbate, Tartaric Acid, Alpha-GPC (Alpha-Glyceryl Phosphoryl Choline 50%), Acesulfame Potassium, Ascorbic Acid",
energy_drink,Ghost,Ghost Energy,Welch's Grape,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Malic Acid, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide",
energy_drink,Ghost,Ghost Energy,Orange Cream,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, Astragalus Membranaceus Root Extract, Panax Notoginseng Root Extract",
energy_drink,Ghost,Ghost Energy,Faze Pop / 'Merica Pop,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Citrus,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Carnipure L-Carnitine L-Tartrate, Taurine, Natural and Artificial Flavor, Sucralose, Natural Caffeine (from Coffee Bean), Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Tropical Mango,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, L-Carnitine L-Tartrate, Taurine, Natural and Artificial Flavor, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Cherry Limeade,16 fl oz can,10,0,2,0,0,0,200,35,"Carbonated Water, Natural and Artificial Flavor, Citric Acid, L-Carnitine L-Tartrate, Taurine, Malic Acid, Sucralose, Caffeine, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Ascorbic Acid, Coffee Fruit Extract, Niacinamide, Astragalus Membranaceus Root Extract",
energy_drink,Ghost,Ghost Energy,7Up,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide",
energy_drink,Ghost,Ghost Energy,Sour Strips Rainbow,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Malic Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, Niacinamide",
energy_drink,Celsius,Celsius Original,Sparkling Orange,12 fl oz can,10,0,4,0,0,0,200,10,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Fuji Apple Pear,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Wild Berry,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Vegetable Juice for Color, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Kiwi Guava,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium, Fruit and Vegetable Juice for Color",
energy_drink,Celsius,Celsius Original,Sparkling Watermelon,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Fruit Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Strawberry Lemonade,12 fl oz can,10,0,2,0,0,0,200,10,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Vegetable Juice for Color, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Lemon Lime,12 fl oz can,10,0,2,0,0,0,200,10,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium, Beta-Carotene for Color",
energy_drink,Celsius,Celsius Original,Sparkling Cherry Cola,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Caramel Color, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Grape Rush,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Fruit and Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Strawberry Guava,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original,Sparkling Green Apple Cherry,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Fruit Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Peach Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Beta-Carotene for Color, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Tropical Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium, Beta-Carotene for Color",
energy_drink,Celsius,Celsius Original Vibe,Cosmic Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Fruit and Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Arctic Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Brilliant Blue FCF, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Fantasy Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Oasis Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Fruit Juice for Color, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Astro Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Original Vibe,Playa Vibe,12 fl oz can,10,0,2,0,0,0,200,0,"Carbonated Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Chromium",
energy_drink,Celsius,Celsius Fizz-Free,Peach Mango Green Tea,12 fl oz can,10,0,2,0,0,0,200,0,"Purified Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Phosphoric Acid, Chromium",
energy_drink,Celsius,Celsius Fizz-Free,Blue Razz Lemonade,12 fl oz can,10,0,2,0,0,0,200,0,"Purified Water, Citric Acid, Taurine, Natural & Artificial Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Phosphoric Acid, Chromium",
energy_drink,Celsius,Celsius Fizz-Free,Dragonfruit Lime,12 fl oz can,10,0,2,0,0,0,200,0,"Purified Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Phosphoric Acid, Chromium",
energy_drink,Celsius,Celsius Fizz-Free,Pink Lemonade,12 fl oz can,10,0,2,0,0,0,200,0,"Purified Water, Citric Acid, Taurine, Natural Flavors, Sucralose, Caffeine, Ginger Root Extract, Green Tea Leaf Extract, Phosphoric Acid, Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Essentials,Blue Crush,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural & Artificial Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Chromium",
energy_drink,Celsius,Celsius Essentials,Dragonberry,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural & Artificial Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Essentials,Cherry Limeade,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Chromium",
energy_drink,Celsius,Celsius Essentials,Grape Slush,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural & Artificial Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Fruit and Vegetable Juice for Color, Chromium",
energy_drink,Celsius,Celsius Essentials,Watermelon Ice,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Chromium",
energy_drink,Celsius,Celsius Essentials,Orangesicle,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural & Artificial Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Beta-Carotene for Color, Chromium",
energy_drink,Celsius,Celsius Essentials,Fruit Burst,16 fl oz can,10,0,2,0,0,0,270,15,"Carbonated Water, Citric Acid, Taurine, L-Leucine, L-Isoleucine, L-Valine, Natural Flavors, Caffeine, Sucralose, Ginger Root Extract, Green Tea Leaf Extract, Sodium Citrate, Chromium",
energy_drink,Alani Nu,Alani Energy,Watermelon Wave,12 fl oz can,10,0,3,0,0,0,200,180,"Carbonated Water, Citric Acid, Taurine, Sodium Citrate, L-Theanine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, L-Carnitine L-Tartrate, Acesulfame Potassium, Panax Ginseng Root Extract, Natural Flavor, Vegetable Juice for Color, Niacinamide (Vitamin B3), Inositol",
energy_drink,Alani Nu,Alani Energy,Lime Slush,12 fl oz can,10,0,3,0,0,0,200,180,"Carbonated Water, Citric Acid, Taurine, Sodium Citrate, L-Theanine, Caffeine, Sucralose, Acesulfame Potassium, Sodium Benzoate, Potassium Sorbate, L-Carnitine L-Tartrate, Panax Ginseng Root Extract, Natural Flavors, Niacinamide (Vitamin B3)",
energy_drink,Ghost,Ghost Energy,Strawbango,16 fl oz can,5,0,1,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Ascorbic Acid, Coffee Fruit Extract, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Sour Pink Lemonade,16 fl oz can,10,0,2,0,0,0,200,35,"Carbonated Water, Citric Acid, Malic Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Sucralose, Natural Caffeine, Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Coffee Fruit Extract, AstraGin Root Extracts",
energy_drink,Ghost,Ghost Energy,Iced Tea Lemonade,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Instant Black Tea, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-Glyceryl Phosphoryl Choline, Acesulfame Potassium, Ascorbic Acid",
energy_drink,Ghost,Ghost Energy,Original Flavor,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Carnipure L-Carnitine L-Tartrate, Taurine, Natural and Artificial Flavor, Sucralose, Natural Caffeine (from Coffee Bean), Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Ascorbic Acid",
energy_drink,Ghost,Ghost Energy,Welch's Grape-Cran,16 fl oz can,10,0,2,0,0,0,200,30,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, L-Carnitine L-Tartrate, Taurine, Malic Acid, Caffeine, Sucralose, Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Coffee Fruit Extract",
energy_drink,Ghost,Ghost Energy,Bubblicious Original,16 fl oz can,5,0,1,0,0,0,200,35,"Carbonated Water, Citric Acid, Natural and Artificial Flavor, Carnipure L-Carnitine L-Tartrate, Taurine, Sucralose, Natural Caffeine, Sodium Benzoate, Potassium Sorbate, Alpha-GPC, Acesulfame Potassium, Ascorbic Acid",
protein_bar,Barebells,Original Protein Bar,Salty Peanut,55g bar,200,20,18,8,1,3,0,105,"Milk Protein Blend (Calcium Caseinate, Whey Protein Concentrate, Whey Protein Isolate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Water, Cocoa Butter, Dry Whole Milk, Roasted Peanut Pieces, Peanut Paste, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Salt, Soy Lecithin, Sucralose",
protein_bar,Barebells,Original Protein Bar,White Chocolate Almond,55g bar,200,20,19,8,1,4,0,110,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate), Glycerin, Polydextrose, Maltitol, Bovine Collagen Hydrolysate, Cocoa Butter, Water, Dry Whole Milk, Roasted Almond Pieces, Soy Protein Isolate, Sunflower Oil, Cocoa Processed with Alkali, Tapioca Starch, Natural and Artificial Flavors, Salt, Sucralose",
protein_bar,Barebells,Original Protein Bar,Cookies & Cream,55g bar,200,20,20,7,1,3,0,130,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Tapioca Starch, Cocoa Processed with Alkali, Sucralose",
protein_bar,Barebells,Original Protein Bar,Caramel Cashew,55g bar,200,20,18,8,2,3,0,115,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Water, Cashew Pieces, Dry Whole Milk, Sunflower Oil, Unsweetened Chocolate, Peanut Paste, Salt, Sucralose",
protein_bar,Barebells,Original Protein Bar,Peanut Butter,55g bar,210,20,20,8,2,3,0,210,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Maltitol, Glycerin, Bovine Collagen Hydrolysate, Soy Protein Isolate, Cocoa Butter, Peanut Butter, Polydextrose, Water, Dry Whole Milk, Roasted Peanut Pieces, Unsweetened Chocolate",
protein_bar,Barebells,Original Protein Bar,Wild Cherry,55g bar,200,20,19,8,1,3,0,110,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Maltitol, Bovine Collagen Hydrolysate, Polydextrose, Cocoa Butter, Water, Dry Whole Milk, Soy Protein Isolate, Sunflower Oil, Natural and Artificial Flavors, Sucralose",
protein_bar,Barebells,Original Protein Bar,Chocolate Dough,55g bar,200,20,20,7,1,3,0,150,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Tapioca Starch",
protein_bar,Barebells,Original Protein Bar,Creamy Crisp,55g bar,200,20,19,8,1,3,0,140,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Soy Protein Isolate, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Sucralose",
protein_bar,Barebells,Soft Protein Bar,Sunny Smoothie,55g bar,200,16,23,9,2,5,0,180,"Milk Protein Blend (Whey Protein Concentrate, Micellar Casein Isolate, Calcium Caseinate), Hydrolyzed Bovine Collagen, Maltitol, Polydextrose, Cocoa Butter, Glycerin, Milk, Water, Maltitol Syrup, Soybean Oil, Xylitol, Citric Acid, Salt, Soy Lecithin",
protein_bar,Barebells,Soft Protein Bar,Salted Peanut Caramel,55g bar,210,16,20,9,2,4,0,190,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Peanuts, Cocoa Butter, Water, Dry Whole Milk, Sunflower Oil, Unsweetened Chocolate, Salt, Soy Lecithin, Sucralose",
protein_bar,Barebells,Soft Protein Bar,Caramel Choco,55g bar,200,16,21,9,2,4,0,180,"Milk Protein Blend (Calcium Caseinate, Whey Protein Isolate, Whey Protein Concentrate), Glycerin, Bovine Collagen Hydrolysate, Maltitol, Polydextrose, Cocoa Butter, Dry Whole Milk, Water, Sunflower Oil, Unsweetened Chocolate, Cocoa Processed with Alkali, Soy Lecithin, Sucralose",
